ID,Dataset,Ship ID,SHIPTYPE,TYPE,DETAILED TYPE,Name,CPA time,Rain,Temperature,Wind,Sea state,Rain state,Length,Width
1032,D,464,70,Cargo,General Cargo,APALOS, - ,0,25.8,2.4,1,No rain,146,18
1033,D,465,80,Tanker,Oil/Chemical Tanker,PVT SUNRISE, - ,0,25.9,2.1,1,No rain,141,24
1034,D,2,50,Special Craft,Pilot Vessel,PILOT 10, - ,0,24,2,1,No rain,11,4
1035,D,256,40-49,High-Speed Craft,High-Speed Craft,CARLOS VIEIRA, - ,0,26.9,8,4,No rain,17,6
1036,D,466,70,Cargo,Bulk Carrier,SERENE SKY, - ,0,21.9,1.8,1,No rain,190,32
1037,D,84,59,Special Craft,Anchor Handling Vessel,NORMAND TURMALINA, - ,0,20,3.3,2,No rain,81,18
1038,D,68,31,Tug,Tug,ENCO, - ,0,24.4,3.1,2,No rain,33,11
1039,D,467,80,Tanker,Crude Oil Tanker,JOSE DO PATROCINIO, - ,1.8,20,13.7,6,Moderate,274,48
1040,D,468,31,Tug,Tug/Supply Vessel,SKANDI FLUMINENSE, - ,0,19.5,2.1,1,No rain,80,18
1041,D,86,31,Tug,Tug,TS EXIBIDO, - ,0,19.8,1.6,1,No rain,30,10
1042,D,469,32,Tug,Towing Vessel,SAAM CRUX, - ,0,19.7,2.1,1,No rain,32,12
1043,D,68,31,Tug,Tug,ENCO, - ,0,24.4,3.1,2,No rain,33,11
1044,D,467,80,Tanker,Crude Oil Tanker,JOSE DO PATROCINIO, - ,1.8,20,13.7,6,Moderate,274,48
1045,D,468,31,Tug,Tug/Supply Vessel,SKANDI FLUMINENSE, - ,0,19.5,2.1,1,No rain,80,18
1046,D,86,31,Tug,Tug,TS EXIBIDO, - ,0,19.8,1.6,1,No rain,30,10
1047,D,469,32,Tug,Towing Vessel,SAAM CRUX, - ,0,19.7,2.1,1,No rain,32,12
1048,D,26,31,Tug,Tug,TS INCRIVEL, - ,0,23.7,3.5,2,No rain,27,10
1049,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,19.6,3.1,2,No rain,13,4
1050,D,333,70,Cargo,Ro-Ro/Container Carrier,GRANDE AFRICA, - ,0,24.7,3.6,2,No rain,214,32
1051,D,470,59,Special Craft,Offshore Supply Ship,MANDRIAO, - ,0,22.7,1.5,1,No rain,76,18
1052,D,471,37,Pleasure Craft,Pleasure Craft,C QUARTZO, - ,0,23.2,7,4,No rain,32,10
1053,D,472,59,Special Craft,Offshore Supply Ship,SAVEIROS GAIVOTA, - ,0,22.3,4.8,3,No rain,62,16
1054,D,96,59,Special Craft,Offshore Supply Ship,STARNAV AQUARIUS, - ,0,20.7,10.3,5,No rain,90,19
1055,D,164,70,Cargo,Container Ship,LOG IN PANTANAL, - ,0,23.2,4.6,3,No rain,182,25
1056,D,473,70,Cargo,General Cargo,TRACER, - ,0,21.4,2.1,1,No rain,100,20
1057,D,83,59,Special Craft,Offshore Supply Ship,SIEM ATLAS, - ,0.6,17.9,15.6,6,Light,88,19
1058,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,23.9,5.9,3,No rain,13,4
1059,D,73,59,Special Craft,Offshore Supply Ship,C OURO, - ,0,24.7,7.4,4,No rain,72,17
1060,D,249,31,Tug,Tug,TS MARRENTO, - ,0,22.3,4.9,3,No rain,30,10
1061,D,474,31,Tug,Tug,M ILHAVO, - ,0,26.4,3.1,2,No rain,19,7
1062,D,475,30,Fishing,Fishing Vessel,CALAMAI II, - ,0,24.1,4.3,2,No rain,20,7
1063,D,84,59,Special Craft,Anchor Handling Vessel,NORMAND TURMALINA, - ,0,20.7,4.9,3,No rain,81,18
1064,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,1.2,20.1,7.2,4,Moderate,13,4
1065,D,72,80,Tanker,Oil/Chemical Tanker,CASTILLO DE HERRERA, - ,0,21,15.2,6,No rain,135,21
1066,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,21.5,15.1,6,No rain,13,4
1067,D,262,70,Cargo,Bulk Carrier,SELIN M, - ,0,18,3.6,2,No rain,177,30
1068,D,296,31,Tug,Tug,TS FABULOSO, - ,0,19.5,3,2,No rain,30,10
1069,D,476,80,Tanker,Crude Oil Tanker,ABDIAS NASCIMENTO, - ,0,21.9,1.8,1,No rain,274,48
1070,D,247,80,Tanker,Oil Products Tanker,ROMULO ALMEIDA, - ,0,21.9,1.8,1,No rain,183,32
1071,D,68,31,Tug,Tug,ENCO, - ,0,22.2,3,2,No rain,33,11
1072,D,62,59,Special Craft,Anchor Handling Vessel,SKANDI PEREGRINO, - ,0,22.1,5.7,3,No rain,75,17
1073,D,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,23,3.9,2,No rain,64,15
1074,D,477,70,Cargo,Bulk Carrier,ADELIE, - ,0,22.4,3.1,2,No rain,188,30
1075,D,53,59,Special Craft,Supply Vessel,NORMAND CARIOCA, - ,0,23.5,8.1,4,No rain,88,19
1076,D,478,70,Cargo,Livestock Carrier,POLARIS 2, - ,0,22.8,7.1,4,No rain,150,23
1077,D,479,59,Special Craft,Offshore Supply Ship,SAVEIROS ATOBA, - ,0,23,4.9,3,No rain,72,16
1078,D,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,23.1,6.5,3,No rain,64,15
1079,D,66,59,Special Craft,Offshore Supply Ship,MAERSK VENTURA, - ,0,27.4,5.4,3,No rain,81,19
1080,D,262,70,Cargo,Bulk Carrier,SELIN M, - ,0.8,22,2.1,1,Light,177,30
1081,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0.2,22.8,3,2,Light,12,4
1082,D,398,31,Tug,Tug,TS METIDO, - ,0,25.3,7.5,4,No rain,27,10
1083,D,164,70,Cargo,Container Ship,LOG IN PANTANAL, - ,0,29.6,3.2,2,No rain,182,25
1084,D,225,37,Pleasure Craft,Pleasure Craft,PAPA GOLFE, - ,0,26.8,4.1,2,No rain,36,8
1085,D,479,59,Special Craft,Offshore Supply Ship,SAVEIROS ATOBA, - ,0,26.8,4.1,2,No rain,72,16
1086,D,68,31,Tug,Tug,ENCO, - ,0,22.5,4.6,3,No rain,33,11
1087,D,480,70,Cargo,Container Ship,MAERSK DHAKA, - ,0,23,3.6,2,No rain,186,36
1088,D,68,31,Tug,Tug,ENCO, - ,0,23.5,2.6,2,No rain,33,11
1089,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,22,13.2,6,No rain,13,4
1090,D,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,21.8,4.5,3,No rain,64,15
1091,D,481,70,Cargo,Bulk Carrier,MAHA AARTI, - ,0,24.2,4.5,3,No rain,200,30
1092,D,215,59,Special Craft,Offshore Supply Ship,TALHA MAR, - ,0,23.1,7.4,4,No rain,87,16
1093,D,482,31,Tug,Tug,STAR SIRIUS, - ,0,23,8.6,4,No rain,32,14
1094,D,131,59,Special Craft,Offshore Supply Ship,MAERSK VEGA, - ,0,22,6.9,3,No rain,89,19
1095,D,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,22.7,5.4,3,No rain,64,15
1096,D,483,70,Cargo,Bulk Carrier,TOMINI SOLANO, - ,0,26.9,5,3,No rain,180,32
1097,D,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,22.4,5.2,3,No rain,12,4
1098,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,25.4,4.8,3,No rain,13,4
1099,D,471,37,Pleasure Craft,Pleasure Craft,C QUARTZO, - ,0,27.7,3.4,2,No rain,32,10
1100,D,223,31,Tug,Tug,C BRILHANTE, - ,0,25.8,3.5,2,No rain,32,11
1101,D,484,70,Cargo,Container Ship,MSC AMALFI, - ,0,24.7,5.7,3,No rain,300,48
1102,D,86,31,Tug,Tug,TS EXIBIDO, - ,0,24.5,8.6,4,No rain,30,10
1103,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,27.6,5.6,3,No rain,12,4
1104,D,485,70,Cargo,Bulk Carrier,PU AN TONG / YANGTZE XING JIN, - ,0,29.1,4.7,3,No rain,229,32
1105,D,486,59,Special Craft,Multi Purpose Offshore Vessel,WATERBUCK, - ,0,34.5,3.4,2,No rain,70,15
1106,D,487,30,Fishing,Fishing Vessel,POLYANNA I, - ,0,29.3,5.5,3,No rain,17,6
1107,D,488,59,Special Craft,Offshore Supply Ship,FULMAR, - ,0,29.4,5.2,3,No rain,72,16
1108,D,489,80,Tanker,Crude Oil Tanker,IZUMO PRINCESS, - ,0,28,3.3,2,No rain,229,42
1109,D,489,80,Tanker,Crude Oil Tanker,IZUMO PRINCESS, - ,0,28.3,4.4,2,No rain,229,42
1110,D,195,60-69,Passenger,Passenger Ship,MSC FANTASIA, - ,0,23.2,8.2,4,No rain,333,38
1111,D,174,31,Tug,Tug/Supply Vessel,NORMAND PIONEER, - ,0,27,3,2,No rain,95,24
1112,D,490,70,Cargo,Bulk Carrier,MALINDI, - ,0,30.6,6.1,3,No rain,292,45
1113,D,491,70,Cargo,Bulk Carrier,FOMENTO ONE, - ,0,21.6,1.6,1,No rain,300,50
1114,D,492,70,Cargo,Bulk Carrier,BERGE KITA, - ,0,21.7,2.2,1,No rain,300,50
1115,D,493,70,Cargo,Container Ship,CAP SAN LAZARO, - ,0,21.8,2.2,1,No rain,331,49
1116,D,494,84,Tanker,LPG Tanker,OLYMPIA ROAD, - ,0,23.7,1.9,1,No rain,100,18
1117,D,495,60-69,Passenger,Passenger Ship,MSC ORCHESTRA, - ,0,34.2,0,1,No rain,294,32
1118,D,496,70,Cargo,Livestock Carrier,YOSOR, - ,0,30.8,2.7,2,No rain,123,20
1119,D,497,30,Fishing,Fishing Vessel,SANDSHAVID, - ,0,22.5,4.5,3,No rain,48,9
1120,D,498,70,Cargo,Bulk Carrier,XIN RONG, - ,1.4,20.6,1.7,1,Moderate,229,32
1121,D,499,80,Tanker,Oil/Chemical Tanker,SEAWAYS NIAGARA, - ,0,26.1,4,2,No rain,183,32
1122,D,500,80,Tanker,Oil/Chemical Tanker,YILDIZ, - ,0,21.6,3.1,2,No rain,184,32
1123,D,135,59,Special Craft,Offshore Supply Ship,MONTY ORR TIDE, - ,0,19.7,6.2,3,No rain,84,18
1124,D,501,32,Tug,Towing Vessel,SAAM CANIS, - ,0,22.8,2.1,1,No rain,32,12
1125,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,23.3,1.9,1,No rain,12,4
1126,D,502,80,Tanker,Crude Oil Tanker,JOSE AIUB, - ,0,23.8,1.7,1,No rain,161,23
1127,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,29.6,2.1,1,No rain,13,4
1128,D,136,31,Tug,Tug,ARCIMBALDO, - ,0,23.4,7.8,4,No rain,30,11
1129,D,131,59,Special Craft,Offshore Supply Ship,MAERSK VEGA, - ,0,23.8,5.3,3,No rain,89,19
1130,D,503,70,Cargo,Container Ship,MSC VITA, - ,0,32.1,8.7,4,No rain,300,48
1131,D,372,59,Special Craft,Mooring Vessel,TS FISSURADO, - ,0.2,21.9,8.3,4,Light,29,10
1132,D,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,19.8,11.4,5,No rain,12,4
1133,D,504,70,Cargo,Timber Carrier,MOZU ARROW, - ,0,19.2,5.3,3,No rain,185,30
1134,D,73,59,Special Craft,Offshore Supply Ship,C OURO, - ,0,20.9,7.5,4,No rain,72,17
1135,D,30,70,Cargo,Container Ship,GSL MELINA, - ,0,19.8,8.2,4,No rain,228,32
1136,D,84,59,Special Craft,Anchor Handling Vessel,NORMAND TURMALINA, - ,0,21.9,2,1,No rain,81,18
1137,D,62,59,Special Craft,Anchor Handling Vessel,SKANDI PEREGRINO, - ,0,21.1,3.4,2,No rain,75,17
1138,D,505,70,Cargo,General Cargo,BBC LISBON, - ,0,20.4,5.9,3,No rain,130,17
1139,D,506,70,Cargo,Container Ship,ZIM ALABAMA, - ,0,23.3,8.2,4,No rain,270,43
1140,D,174,31,Tug,Tug/Supply Vessel,NORMAND PIONEER, - ,0,18.2,4.8,3,No rain,95,24
1141,D,210,59,Special Craft,Supply Vessel,SIEM GIANT, - ,0,17.6,6.8,3,No rain,88,19
1142,D,507,59,Special Craft,Offshore Supply Ship,UP CORAL, - ,0,21,6,3,No rain,87,19
1143,D,250,40-49,High-Speed Craft,High-Speed Craft,MENINO DO RIO, - ,0,22.2,4.3,2,No rain,22,10
1144,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,20.2,8.3,4,No rain,12,4
1145,D,208,31,Tug,Tug/Supply Vessel,SKANDI RIO, - ,0,20,5.4,3,No rain,81,18
1146,D,174,31,Tug,Tug/Supply Vessel,NORMAND PIONEER, - ,0,23.5,5,3,No rain,95,24
1147,D,508,70,Cargo,Bulk Carrier,GIBRALTAR EAGLE, - ,0,24,5.1,3,No rain,200,32
1148,D,509,70,Cargo,Bulk Carrier,GEIYO K, - ,0,20.1,3.2,2,No rain,190,32
1149,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,23.6,5.3,3,No rain,12,4
1150,D,208,31,Tug,Tug/Supply Vessel,SKANDI RIO, - ,0,23.8,6.4,3,No rain,81,18
1151,D,371,70,Cargo,Container Ship,SYDNEY EXPRESS, - ,0,22.2,7.2,4,No rain,300,48
1152,D,469,32,Tug,Towing Vessel,SAAM CRUX, - ,0,21.2,9.6,4,No rain,32,12
1153,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,16.9,4.8,3,No rain,13,4
1154,D,26,31,Tug,Tug,TS INCRIVEL, - ,0,20,4.9,3,No rain,27,10
1155,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,21,2.8,2,No rain,13,4
1156,D,510,31,Tug,Tug,TS BARBARO, - ,0,24.3,3.6,2,No rain,30,10
1157,D,511,70,Cargo,Bulk Carrier,CASTILLO DE CATOIRA, - ,0,17.1,1.8,1,No rain,289,45
1158,D,512,31,Tug,Tug,WEZEN, - ,0,24,4.5,3,No rain,25,12
1159,D,129,80,Tanker,Shuttle Tanker,SALLIE KNUTSEN, - ,0,32.4,0,1,No rain,274,50
1160,D,375,50,Special Craft,Pilot Vessel,PILOT BOAT I, - ,0,32.4,0,1,No rain,8,3
1161,D,375,50,Special Craft,Pilot Vessel,PILOT BOAT I, - ,0,32.4,0,1,No rain,8,3
1162,D,513,70,Cargo,Container Ship,CMA CGM RIO GRANDE, - ,0,23.5,5.9,3,No rain,300,48
1163,D,161,70,Cargo,General Cargo,ZHONG YUAN HAI YUN KAI TUO, - ,0,19.4,2,1,No rain,202,33
1164,D,514,70,Cargo,Bulk Carrier,MARIANNE STOEGER, - ,0,25.2,3.7,2,No rain,229,32
1165,D,515,70,Cargo,General Cargo,DA YU XIA, - ,0.2,19.6,2.9,2,Light,167,27
1166,D,516,70,Cargo,Bulk Carrier,PACIFIC CREATION, - ,0,19.8,1.9,1,No rain,295,46
1167,D,517,70,Cargo,General Cargo,BRENS, - ,0,21.2,6.2,3,No rain,119,15
1168,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,23,7.4,4,No rain,13,4
1169,D,332,31,Tug,Tug,TS FAVORITO, - ,0,23,2.5,1,No rain,30,10
1170,D,370,80,Tanker,Oil/Chemical Tanker,GRACE LUCRUM, - ,0.8,21.6,8.3,4,Light,183,32
1171,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,20.4,2.8,2,No rain,12,4
1172,D,131,59,Special Craft,Offshore Supply Ship,MAERSK VEGA, - ,0,23.2,4.8,3,No rain,89,19
1173,D,73,59,Special Craft,Offshore Supply Ship,C OURO, - ,0,24.9,2.3,1,No rain,72,17
1174,D,260,70,Cargo,Container Ship,MSC AGADIR, - ,0,23.2,3.6,2,No rain,300,48
1175,D,73,59,Special Craft,Offshore Supply Ship,C OURO, - ,0,21.4,2.8,2,No rain,72,17
1176,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,27.1,4.1,2,No rain,12,4
1177,D,73,59,Special Craft,Offshore Supply Ship,C OURO, - ,0,23.5,4.1,2,No rain,72,17
1178,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,25.3,9.1,4,No rain,12,4
1179,D,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,24.3,8.5,4,No rain,12,4
1180,D,518,70,Cargo,Container Ship,LUTETIA, - ,0,23.9,8.4,4,No rain,220,32
1181,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,23.3,7.8,4,No rain,12,4
1182,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,24.5,1.9,1,No rain,12,4
1183,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,27.7,4.9,3,No rain,12,4
1184,D,519,37,Pleasure Craft,Pleasure Craft,HERMES II, - ,0,23.1,8.4,4,No rain,10,4
1185,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,22.9,2,1,No rain,12,4
1186,D,210,59,Special Craft,Supply Vessel,SIEM GIANT, - ,0,21.3,3.9,2,No rain,88,19
1187,D,333,70,Cargo,Ro-Ro/Container Carrier,GRANDE AFRICA, - ,0,18.5,9.5,4,No rain,214,32
1188,D,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,21.7,6.9,3,No rain,12,4
1189,D,520,30,Fishing,Fishing Vessel,MENINO DO RIO I, - ,0,24.1,3.1,2,No rain,25,10
1190,D,521,70,Cargo,Container Ship,ANTOFAGASTA EXPRESS, - ,0,20.1,5.8,3,No rain,224,35
1191,D,63,50,Special Craft,Pilot Vessel,PILOT 11, - ,0,23,7.4,4,No rain,13,4
1192,D,332,31,Tug,Tug,TS FAVORITO, - ,0,23,2.5,1,No rain,30,10
1193,D,370,80,Tanker,Oil/Chemical Tanker,GRACE LUCRUM, - ,0.8,21.6,8.3,4,Light,183,32
1194,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,20.4,2.8,2,No rain,12,4
1195,D,131,59,Special Craft,Offshore Supply Ship,MAERSK VEGA, - ,0,23.2,4.8,3,No rain,89,19
1196,D,73,59,Special Craft,Offshore Supply Ship,C OURO, - ,0,24.9,2.3,1,No rain,72,17
1197,D,73,59,Special Craft,Offshore Supply Ship,C OURO, - ,0,21.4,2.8,2,No rain,72,17
1198,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,27.3,5,3,No rain,12,4
1199,D,73,59,Special Craft,Offshore Supply Ship,C OURO, - ,0,23.5,4.1,2,No rain,72,17
1200,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,25.3,9.1,4,No rain,12,4
1201,D,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,26.5,3.7,2,No rain,64,15
1202,D,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,24.3,8.5,4,No rain,12,4
1203,D,518,70,Cargo,Container Ship,LUTETIA, - ,0,23.9,8.4,4,No rain,220,32
1204,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,27.7,4.9,3,No rain,12,4
1205,D,210,59,Special Craft,Supply Vessel,SIEM GIANT, - ,0,21.3,3.9,2,No rain,88,19
1206,D,333,70,Cargo,Ro-Ro/Container Carrier,GRANDE AFRICA, - ,0,18.5,9.5,4,No rain,214,32
1207,D,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,21.7,6.9,3,No rain,12,4
1208,D,520,30,Fishing,Fishing Vessel,MENINO DO RIO I, - ,0,24.1,3.1,2,No rain,25,10
1209,D,521,70,Cargo,Container Ship,ANTOFAGASTA EXPRESS, - ,0,20.1,5.8,3,No rain,224,35
1210,D,403,70,Cargo,Container Ship,AGIOS DIMITRIOS, - ,0,20,3.9,2,No rain,299,40
1211,D,253,59,Special Craft,Offshore Supply Ship,ILHA DA TRINDADE, - ,0,25.3,8.5,4,No rain,64,15
1212,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,24,6.3,3,No rain,12,4
1213,D,192,59,Special Craft,Offshore Supply Ship,TORDA, - ,0,23.9,3.2,2,No rain,85,16
1214,D,486,59,Special Craft,Multi Purpose Offshore Vessel,WATERBUCK, - ,0,24.9,4,2,No rain,70,15
1215,D,29,30,Fishing,Fishing Vessel,AURITA, - ,0,26,6.2,3,No rain,22,6
1216,D,522,70,Cargo,Container Ship,MSC ABIDJAN, - ,0,24.6,5.6,3,No rain,300,48
1217,D,523,70,Cargo,Bulk Carrier,STAR CHARIS, - ,0,26.2,3.4,2,No rain,229,32
1218,D,521,70,Cargo,Container Ship,ANTOFAGASTA EXPRESS, - ,0,27.5,3.2,2,No rain,224,35
1219,D,132,59,Special Craft,Offshore Supply Ship,SAAVEDRA TIDE, - ,0,28.1,4,2,No rain,84,18
1220,D,164,70,Cargo,Container Ship,LOG IN PANTANAL, - ,0,27.6,3.9,2,No rain,182,25
1221,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - , - , - , - ,7,Very Heavy,12,4
1222,D,175,59,Special Craft,Offshore Supply Ship,MARTIN VAZ, - , - , - , - ,7,Very Heavy,64,45
1223,D,293,31,Tug,Tug/Supply Vessel,SKANDI IPANEMA, - , - , - , - ,7,Very Heavy,74,17
1224,D,524,70,Cargo,General Cargo,JANG JIN GANG, - , - , - , - ,7,Very Heavy,102,17
1225,D,398,31,Tug,Tug,TS METIDO, - , - , - , - ,7,Very Heavy,27,10
1226,D,375,50,Special Craft,Pilot Vessel,PILOT BOAT I, - ,0,32.3,2.2,1,No rain,8,3
1227,D,375,50,Special Craft,Pilot Vessel,PILOT BOAT I, - ,0,32.6,2.2,1,No rain,8,3
1228,D,525,30,Fishing,Fishing Vessel,PILOT BOAT V, - ,0,21.2,0.9,1,No rain,8,4
1229,D,526,80,Tanker,Oil/Chemical Tanker,SEAWAYS OAK, - ,0,25.1,0,1,No rain,183,32
1230,D,525,30,Fishing,Fishing Vessel,PILOT BOAT V, - ,0,21.6,0.9,1,No rain,8,4
1231,D,527,80,Tanker,Oil/Chemical Tanker,HORIZON ELECTRA, - ,0,24.7,4.5,3,No rain,183,32
1232,D,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,28.5,5.6,3,No rain,72,17
1233,D,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,28.7,7.6,4,No rain,72,17
1234,D,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,24.5,2.6,2,No rain,72,17
1235,D,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,24.9,2.7,2,No rain,12,4
1236,D,185,70,Cargo,Bulk Carrier,GREAT VISION, - ,0,26.2,2.7,2,No rain,200,32
1237,D,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,25.2,5.9,3,No rain,72,17
1238,D,164,70,Cargo,Container Ship,LOG IN PANTANAL, - ,0,23.5,2.3,1,No rain,182,25
1239,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,20.9,4.8,3,No rain,12,4
1240,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,21.7,2.9,2,No rain,12,4
1241,D,385,70,Cargo,Bulk Carrier,ERIETTA, - ,0.2,25.3,2.3,1,Light,200,32
1242,D,528,30,Fishing,Fishing Vessel,MARIA ANGELA M, - ,0,24.3,11,5,No rain,24,6
1243,D,131,59,Special Craft,Offshore Supply Ship,MAERSK VEGA, - ,0,24.2,9.9,5,No rain,89,19
1244,D,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,24,5,3,No rain,72,17
1245,D,84,59,Special Craft,Anchor Handling Vessel,NORMAND TURMALINA, - ,0,24.7,5.8,3,No rain,81,18
1246,D,529,70,Cargo,Container Ship,MSC BARCELONA, - ,0,25.2,6.1,3,No rain,270,40
1247,D,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,26.8,11.5,5,No rain,72,17
1248,D,530,70,Cargo,Container Ship,ZIM NORFOLK, - ,0,26.1,5.9,3,No rain,300,48
1249,D,531,70,Cargo,Bulk Carrier,TAHO AMERICA, - ,0.2,23,6.3,3,Light,229,32
1250,D,532,70,Cargo,Container Ship,BUXCOAST, - ,0,23.2,4.1,2,No rain,300,40
1251,D,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,25.4,3.2,2,No rain,12,4
1252,D,286,59,Special Craft,Supply Vessel,PARCEL DAS PAREDES, - ,0,25.7,3.3,2,No rain,81,18
1253,D,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,25.9,2.6,2,No rain,72,17
1254,D,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,23.1,2.3,1,No rain,72,17
1255,D,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,22.8,2.3,1,No rain,72,17
1256,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,25.7,3.6,2,No rain,12,4
1257,D,533,70,Cargo,Container Ship,LYON II, - ,0,22.7,2.5,1,No rain,300,40
1258,D,534,84,Tanker,LPG Tanker,LUCIO COSTA, - ,0,26.8,3.9,2,No rain,117,19
1259,D,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,24,4.8,3,No rain,72,17
1260,D,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,28.5,5.6,3,No rain,72,17
1261,D,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,28.7,7.6,4,No rain,72,17
1262,D,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,24.5,2.6,2,No rain,72,17
1263,D,18,50,Special Craft,Pilot Vessel,PILOT 14, - ,0,24.9,2.7,2,No rain,12,4
1264,D,185,70,Cargo,Bulk Carrier,GREAT VISION, - ,0,26.2,2.7,2,No rain,200,32
1265,D,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,25.2,5.9,3,No rain,72,17
1266,D,183,59,Special Craft,Motor Hopper,HANG BO 2003, - ,0,24.2,5.7,3,No rain,72,17
1267,D,164,70,Cargo,Container Ship,LOG IN PANTANAL, - ,0,23.5,2.3,1,No rain,182,25
1268,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,20.9,4.8,3,No rain,12,4
1269,D,535,59,Special Craft,Anchor Handling Vessel,NORMAND SAGARIS, - ,0,23.7,4.9,3,No rain,87,21
1270,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,23.7,4.9,3,No rain,12,4
1271,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,23.7,4.9,3,No rain,12,4
1272,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,26.4,5.8,3,No rain,12,4
1273,D,16,50,Special Craft,Pilot Vessel,PILOT 08, - ,0,33.8,9,4,No rain,12,4
1274,D,536,80,Tanker,Oil/Chemical Tanker,LYSIAS, - ,0,29.2,6.6,3,No rain,183,32
1275,D,5,50,Special Craft,Pilot Vessel,PILOT 09, - ,0,21.7,2.9,2,No rain,12,4
1276,D,164,70,Cargo,Container Ship,LOG IN PANTANAL, - ,0,22.7,2.5,1,No rain,182,25
1277,D,385,70,Cargo,Bulk Carrier,ERIETTA, - ,0.2,25.3,2.3,1,Light,200,32
1278,D,537,70,Cargo,Bulk Carrier,HUA YANG MEI GUI, - ,4.4,22.3,15.1,6,Moderate,176,26
1279,D,538,80,Tanker,Oil Products Tanker,ANNA M, - ,0,21.4,4,2,No rain,180,32
1280,D,539,70,Cargo,Bulk Carrier,LYRIC STAR, - ,1.2,22.1,2.2,1,Moderate,229,32
1281,D,540,60-69,Passenger,Passenger Ship,SILVER SHADOW, - ,0,23.4,4.6,3,No rain,186,25
1282,D,528,30,Fishing,Fishing Vessel,MARIA ANGELA M, - ,0,24.3,11,5,No rain,24,6
1283,D,197,59,Special Craft,Motor Hopper,HANG BO 2002, - ,0,25.7,4.1,2,No rain,72,17
